time,weathercode,temperature_2m_max,temperature_2m_min,precipitation_sum,city,month-day,lag_temp_1d,lag_temp_3d,lag_temp_7d,rolling_temp_7d_mean,rolling_temp_7d_std
2025-05-04,53,15.4,8.8,5.7,2,5.04,22.2,24.5,16.8,22.228571428571428,3.4267157676674853
2025-05-04,51,13.9,7.8,0.2,5,5.04,18.8,27.4,20.0,23.057142857142857,3.4014002718768204
2025-05-04,53,15.4,8.4,0.7,4,5.04,24.1,29.0,19.2,24.52857142857143,3.78845363603424
2025-05-04,51,14.6,7.4,0.5,1,5.04,19.0,25.9,17.2,22.371428571428574,3.5984785144624136
2025-05-04,51,13.2,8.1,1.4,3,5.04,17.2,26.7,17.0,21.157142857142855,3.3330952295912204
2025-05-05,3,13.2,4.1,0.0,1,5.05,14.6,27.5,21.6,22.0,4.2891335566366635
2025-05-05,61,8.9,5.9,13.1,2,5.05,15.4,27.5,19.6,22.028571428571432,3.815195183174027
2025-05-05,51,12.4,6.2,0.8,3,5.05,13.2,22.3,21.0,20.61428571428571,4.2939603209735395
2025-05-05,3,15.4,7.2,0.0,4,5.05,15.4,28.9,20.9,23.985714285714288,4.812978485798787
2025-05-05,3,14.4,5.6,0.0,5,5.05,13.9,27.0,20.8,22.185714285714283,4.806394550120546
2025-05-06,3,17.6,7.0,0.0,5,5.06,14.4,18.8,22.8,21.271428571428572,5.648809398364184
2025-05-06,3,15.9,1.9,0.0,1,5.06,13.2,19.0,22.8,20.8,5.440281855443401
2025-05-06,3,16.3,7.1,0.0,4,5.06,15.4,24.1,23.2,23.2,5.757024694521762
2025-05-06,3,15.8,4.6,0.0,3,5.06,12.4,17.2,21.5,19.385714285714283,5.281864750075979
2025-05-06,53,10.1,5.2,3.9,2,5.06,8.9,22.2,21.8,20.5,6.290733926445574
2025-05-07,3,17.0,5.6,0.0,3,5.07,15.8,13.2,22.4,18.571428571428573,5.34063488289369
2025-05-07,53,12.6,5.3,1.9,2,5.07,10.1,15.4,23.2,18.82857142857143,7.3524858122302845
2025-05-07,3,17.4,7.7,0.0,4,5.07,16.3,15.4,26.4,22.214285714285715,6.3201868567916515
2025-05-07,3,15.4,5.6,0.0,1,5.07,15.9,14.6,22.6,19.814285714285713,5.638979982061939
2025-05-07,3,17.0,8.1,0.0,5,5.07,17.6,13.9,24.6,20.52857142857143,5.755204683795432
2025-05-08,51,11.7,6.4,0.3,2,5.08,12.6,8.9,24.5,17.314285714285713,7.393562193203079
2025-05-08,3,15.6,4.9,0.0,1,5.08,15.4,13.2,25.9,18.785714285714285,5.702463962016357
2025-05-08,51,17.0,6.4,0.1,3,5.08,17.0,12.4,26.7,17.8,5.07904190440152
2025-05-08,3,17.6,7.6,0.0,5,5.08,17.0,14.4,27.4,19.442857142857147,5.573107195229942
2025-05-08,3,17.6,8.7,0.0,4,5.08,17.4,15.4,29.0,20.928571428571427,6.241718322629405
2025-05-09,3,18.7,5.3,0.0,1,5.09,15.6,15.9,27.5,17.314285714285713,4.82162786184244
2025-05-09,3,19.5,6.6,0.0,5,5.09,17.6,17.6,27.0,18.042857142857144,4.334303920607142
2025-05-09,3,20.2,7.2,0.0,4,5.09,17.6,16.3,28.9,19.3,5.182020198082336
2025-05-09,3,12.7,4.9,0.0,2,5.09,11.7,10.1,27.5,15.485714285714286,6.885595731048156
2025-05-09,3,20.3,6.2,0.0,3,5.09,17.0,15.8,22.3,16.414285714285715,3.2344131726525815
2025-05-10,1,22.0,8.1,0.0,5,5.1,19.5,17.0,18.8,16.97142857142857,2.1045302609008965
2025-05-10,0,16.4,4.0,0.0,2,5.1,12.7,12.6,22.2,13.37142857142857,4.4082174347893694
2025-05-10,51,17.7,9.0,0.1,1,5.1,18.7,15.4,19.0,16.057142857142857,2.1054351433509484
2025-05-10,1,22.1,7.1,0.0,4,5.1,20.2,17.4,24.1,18.057142857142857,3.1346754977493942
2025-05-10,3,20.7,7.5,0.0,3,5.1,20.3,17.0,17.2,16.128571428571426,2.666279733832815
2025-05-11,2,18.0,6.1,0.0,1,5.11,17.7,15.6,14.6,15.87142857142857,1.8436506228262737
2025-05-11,3,25.1,9.2,0.0,4,5.11,22.1,17.6,15.4,17.771428571428572,2.523697212235958
2025-05-11,0,24.9,10.4,0.0,5,5.11,22.0,17.6,13.9,17.428571428571427,2.8004251377926392
2025-05-11,1,20.9,8.8,0.0,3,5.11,20.7,17.0,13.2,16.628571428571426,3.179472852384115
2025-05-11,0,19.5,4.8,0.0,2,5.11,16.4,11.7,15.4,12.542857142857143,2.677596648026702
2025-05-12,3,19.0,4.8,0.0,1,5.12,18.0,18.7,13.2,16.357142857142858,1.8998746825840616
2025-05-12,1,23.5,10.9,0.0,4,5.12,25.1,20.2,15.4,19.157142857142855,3.4846602621858427
2025-05-12,3,24.0,13.0,0.0,5,5.12,24.9,19.5,14.4,19.0,3.491418050019211
2025-05-12,3,17.2,7.0,0.0,3,5.12,20.9,20.3,12.4,17.728571428571428,3.127146881591519
2025-05-12,0,18.6,7.8,0.0,2,5.12,19.5,12.7,8.9,13.128571428571428,3.670928259407191
2025-05-13,0,23.8,10.0,0.0,4,5.13,23.5,22.1,16.3,20.314285714285713,3.372154885444701
2025-05-13,3,21.5,6.1,0.0,3,5.13,17.2,20.7,15.8,18.414285714285715,2.131844718726446
2025-05-13,0,18.0,6.6,0.0,2,5.13,18.6,16.4,10.1,14.514285714285714,3.6393353657999055
2025-05-13,1,23.9,10.7,0.0,5,5.13,24.0,22.0,17.6,20.37142857142857,3.2612442848879364
2025-05-13,3,20.9,5.8,0.0,1,5.13,19.0,17.7,15.9,17.185714285714287,1.5203383082158501
2025-05-14,3,21.7,6.1,0.0,2,5.14,18.0,19.5,12.6,15.642857142857142,3.2459498573130334
2025-05-14,3,24.0,10.6,0.0,5,5.14,23.9,24.9,17.0,21.271428571428572,3.2381652653492266
2025-05-14,3,22.1,11.1,0.0,1,5.14,20.9,18.0,15.4,17.9,1.9339079605813838
2025-05-14,3,17.8,9.9,0.0,3,5.14,21.5,20.9,17.0,19.228571428571428,2.054032039440364
2025-05-14,3,25.8,10.1,0.0,4,5.14,23.8,25.1,17.4,21.385714285714283,3.061278911080889
2025-05-15,3,17.5,8.1,0.0,3,5.15,17.8,17.2,17.0,19.342857142857145,1.9277423261915467
2025-05-15,51,18.1,9.5,0.1,2,5.15,21.7,18.6,11.7,16.942857142857143,3.6243882899312134
2025-05-15,51,14.6,8.9,0.8,1,5.15,22.1,19.0,15.6,18.857142857142858,2.1376444534870243
2025-05-15,3,20.0,9.6,0.0,5,5.15,24.0,24.0,17.6,22.271428571428572,2.7420881858626567
2025-05-15,3,19.0,11.2,0.0,4,5.15,25.8,23.5,17.6,22.585714285714285,2.8794840807736057
2025-05-16,51,17.0,8.1,1.6,1,5.16,14.6,20.9,18.7,18.714285714285715,2.407923428619621
2025-05-16,3,20.2,8.8,0.0,5,5.16,20.0,23.9,19.5,22.614285714285717,2.14587089657366
2025-05-16,51,18.9,7.4,0.6,3,5.16,17.5,21.5,20.3,19.414285714285715,1.8334199113755938
2025-05-16,51,15.1,5.2,0.1,2,5.16,18.1,18.0,12.7,17.857142857142858,2.7933594725450517
2025-05-16,63,19.4,7.8,5.6,4,5.16,19.0,23.8,20.2,22.785714285714285,2.498952161359228
2025-05-17,51,18.6,8.1,0.7,3,5.17,18.9,17.8,20.7,19.214285714285715,1.7966900784762965
2025-05-17,51,18.6,9.0,0.2,4,5.17,19.4,25.8,22.1,22.671428571428574,2.6506063996214784
2025-05-17,51,16.6,7.7,0.9,2,5.17,15.1,21.7,16.4,18.2,2.1213203435596486
2025-05-17,53,16.3,7.5,1.7,1,5.17,17.0,22.1,17.7,18.47142857142857,2.4938018403729787
2025-05-17,51,19.0,10.4,0.2,5,5.17,20.2,24.0,22.0,22.714285714285715,1.9869814387897984
2025-05-18,51,17.8,9.5,0.7,5,5.18,19.0,20.0,24.9,22.285714285714285,2.4388717141529157
2025-05-18,51,18.2,7.8,0.6,2,5.18,16.6,18.1,19.5,18.228571428571428,2.094209704331042
2025-05-18,3,18.4,9.2,0.0,3,5.18,18.6,17.5,20.9,18.914285714285715,1.6787183319709016
2025-05-18,55,13.9,6.7,2.4,1,5.18,16.3,14.6,18.0,18.271428571428572,2.61897835406245
2025-05-18,3,17.1,8.8,0.0,4,5.18,18.6,19.0,25.1,22.171428571428574,3.072845741715811
2025-05-19,0,22.0,7.3,0.0,4,5.19,17.1,19.4,23.5,21.02857142857143,3.2826383117416853
2025-05-19,3,21.1,8.2,0.0,2,5.19,18.2,15.1,18.6,18.04285714285714,2.018957769788784
2025-05-19,3,23.3,8.6,0.0,5,5.19,17.8,20.2,24.0,21.271428571428572,2.6386324019046112
2025-05-19,51,21.0,11.4,0.1,3,5.19,18.4,18.9,17.2,18.557142857142853,1.4339422848184693
2025-05-19,53,15.6,10.2,0.7,1,5.19,13.9,17.0,19.0,17.685714285714287,3.103454296655361
2025-05-20,53,21.3,9.9,1.2,2,5.2,21.1,16.6,18.0,18.4,2.330951164939617
2025-05-20,3,23.2,10.8,0.0,3,5.2,21.0,18.6,21.5,19.099999999999998,1.5491933384829428
2025-05-20,3,23.3,11.1,0.0,5,5.2,23.3,19.0,23.9,21.17142857142857,2.5289749476248735
2025-05-20,3,23.4,10.1,0.0,4,5.2,22.0,18.6,23.8,20.814285714285713,3.140291160295265
2025-05-20,3,22.6,9.3,0.0,1,5.2,15.6,16.3,20.9,17.2,3.1294301930756325
2025-05-21,3,21.4,12.4,0.0,1,5.21,22.6,13.9,22.1,17.442857142857143,3.507542892518522
2025-05-21,51,17.8,9.8,0.3,3,5.21,23.2,18.4,17.8,19.342857142857145,2.042757240314439
2025-05-21,3,21.1,10.8,0.0,5,5.21,23.3,17.8,24.0,21.085714285714285,2.42928560927457
2025-05-21,3,23.2,11.6,0.0,4,5.21,23.4,17.1,25.8,20.75714285714286,3.0799659862067448
2025-05-21,53,21.6,13.0,1.1,2,5.21,21.3,18.2,21.7,18.87142857142857,2.559110708634474
2025-05-22,51,15.5,7.8,0.2,1,5.22,21.4,15.6,14.6,17.34285714285714,3.359492592072579
2025-05-22,61,11.5,6.8,3.9,3,5.22,17.8,21.0,17.5,19.342857142857138,2.042757240314439
2025-05-22,53,17.5,8.9,1.4,5,5.22,21.1,23.3,20.0,20.67142857142857,2.07019667802705
2025-05-22,61,14.4,8.1,3.9,2,5.22,21.6,21.1,18.1,18.857142857142858,2.5409034763623946
2025-05-22,3,16.9,10.4,0.0,4,5.22,23.2,22.0,19.0,20.385714285714283,2.4660552652827095
2025-05-23,53,14.2,4.7,1.6,3,5.23,11.5,23.2,18.9,18.485714285714284,3.6057493772347122
2025-05-23,3,15.6,5.2,0.0,4,5.23,16.9,23.4,19.4,20.085714285714285,2.7715390257812667
2025-05-23,53,14.4,5.9,1.4,2,5.23,14.4,21.3,15.1,18.32857142857143,3.0570761007397755
2025-05-23,51,14.6,5.7,0.8,5,5.23,17.5,23.3,20.2,20.314285714285713,2.3954321610296527
2025-05-23,61,11.9,4.9,2.1,1,5.23,15.5,22.6,17.0,17.47142857142857,3.252544791243877
2025-05-24,51,16.1,7.1,0.2,2,5.24,14.4,21.6,16.6,18.22857142857143,3.188894419551648
2025-05-24,51,16.8,6.1,0.1,1,5.24,11.9,21.4,16.3,16.742857142857144,3.8853816384224786
2025-05-24,51,18.6,7.2,0.6,3,5.24,14.2,17.8,18.6,17.814285714285713,3.938031899070296
2025-05-24,53,18.1,4.0,2.9,4,5.24,15.6,23.2,18.6,19.54285714285714,3.2577380408585856
2025-05-24,61,15.5,5.7,8.4,5,5.24,14.6,21.1,19.0,19.514285714285712,3.2297722166475666
2025-05-25,53,16.8,11.2,3.1,1,5.25,16.8,15.5,13.9,16.814285714285713,3.880476161258474
2025-05-25,61,18.4,11.4,9.7,3,5.25,18.6,11.5,18.4,17.814285714285713,3.938031899070296
2025-05-25,53,20.4,10.2,2.2,4,5.25,18.1,16.9,17.1,19.47142857142857,3.2872046309462206
2025-05-25,53,19.9,13.4,3.3,5,5.25,15.5,17.5,17.8,19.014285714285712,3.575112385845869
2025-05-25,53,15.6,10.5,3.2,2,5.25,16.1,14.4,18.2,18.157142857142855,3.2366943748507517
2025-05-26,51,19.6,11.7,0.1,1,5.26,16.8,11.9,15.6,17.228571428571428,3.6663852705875044
2025-05-26,51,18.4,11.9,0.3,5,5.26,19.9,14.6,23.3,19.314285714285713,3.544210570977483
2025-05-26,61,17.4,10.8,6.5,2,5.26,15.6,14.4,21.1,17.78571428571429,3.3770937068375715
2025-05-26,61,17.5,10.0,4.4,3,5.26,18.4,14.2,21.0,17.814285714285713,3.938031899070296
2025-05-26,51,19.2,11.4,0.7,4,5.26,20.4,15.6,22.0,19.942857142857143,3.1229564746978373
2025-05-27,63,16.7,11.4,8.4,3,5.27,17.5,18.6,23.2,17.314285714285713,3.679868010055327
2025-05-27,3,20.2,9.4,0.0,1,5.27,19.6,16.8,22.6,17.8,3.681937895547223
2025-05-27,63,19.7,12.4,5.0,5,5.27,18.4,15.5,23.3,18.614285714285717,3.0791928441441505
2025-05-27,51,17.5,9.2,0.1,2,5.27,17.4,16.1,21.3,17.257142857142856,3.045136637797583
2025-05-27,53,20.6,10.9,2.5,4,5.27,19.2,18.1,23.4,19.542857142857144,2.9921325409909794
2025-05-28,63,17.5,10.7,9.2,3,5.28,16.7,18.4,17.8,16.385714285714283,2.6124245261369596
2025-05-28,61,19.0,11.5,7.5,2,5.28,17.5,15.6,21.6,16.714285714285715,2.4929424190626484
2025-05-28,63,18.6,12.2,32.3,4,5.28,20.6,20.4,23.2,19.142857142857142,2.5441810357867873
2025-05-28,63,19.4,11.9,11.8,5,5.28,19.7,19.9,21.1,18.1,2.389560629069699
2025-05-28,53,18.6,12.2,4.6,1,5.28,20.2,16.8,21.4,17.457142857142856,3.2464632770946076
2025-05-29,51,19.5,9.9,0.3,4,5.29,18.6,19.2,16.9,18.485714285714288,1.809630322679713
2025-05-29,61,16.2,10.2,3.7,2,5.29,19.0,17.4,14.4,16.342857142857145,1.7164470502146272
2025-05-29,51,18.1,10.3,0.1,1,5.29,18.6,19.6,15.5,17.057142857142857,2.8248050923070545
2025-05-29,51,19.0,10.4,0.8,5,5.29,19.4,18.4,17.5,17.857142857142854,2.1030589965231874
2025-05-29,53,17.2,9.9,3.3,3,5.29,17.5,17.5,11.5,16.342857142857145,2.5876998427542737
2025-05-30,3,26.5,14.4,0.0,4,5.3,19.5,20.6,15.6,18.857142857142858,1.6929827158569755
2025-05-30,3,24.1,12.6,0.0,2,5.3,16.2,17.5,14.4,16.6,1.4977761292440714
2025-05-30,51,21.5,14.4,1.1,3,5.3,17.2,16.7,14.2,17.157142857142855,1.4615712354142945
2025-05-30,3,24.8,14.6,0.0,5,5.3,19.0,19.7,14.6,18.071428571428573,2.136753211232935
2025-05-30,55,23.2,13.2,3.8,1,5.3,18.1,20.2,11.9,17.428571428571427,2.7560323448236845
2025-05-31,51,22.5,13.4,0.9,3,5.31,21.5,17.5,18.6,18.2,1.597915308560902
2025-05-31,51,28.5,15.1,0.4,4,5.31,26.5,18.6,18.1,20.414285714285715,2.829268793303656
2025-05-31,53,24.3,14.5,1.0,1,5.31,23.2,18.6,16.8,19.042857142857144,2.23894107623608
2025-05-31,61,26.0,14.9,4.1,5,5.31,24.8,19.4,15.5,19.52857142857143,2.7614695880480475
2025-05-31,3,28.5,13.6,0.0,2,5.31,24.1,19.0,16.1,17.985714285714284,2.9277002188456045
2025-06-01,55,27.3,16.2,2.4,1,6.01,24.3,18.1,16.8,20.114285714285717,2.727898196676078
2025-06-01,61,23.2,16.3,3.8,4,6.01,28.5,19.5,20.4,21.900000000000002,3.9285281382896313
2025-06-01,63,21.1,15.9,9.8,5,6.01,26.0,19.0,19.9,21.02857142857143,3.045605733793237
2025-06-01,53,26.4,16.2,1.8,2,6.01,28.5,16.2,15.6,19.75714285714286,4.768947173418592
2025-06-01,65,23.0,13.5,23.2,3,6.01,22.5,17.2,18.4,18.75714285714286,2.2904563903707933
2025-06-02,51,21.6,14.0,0.2,1,6.02,27.3,23.2,19.6,21.614285714285717,3.4046187116075988
2025-06-02,61,22.5,12.9,4.2,4,6.02,23.2,26.5,19.2,22.3,3.892728263484803
2025-06-02,53,19.1,11.9,0.9,3,6.02,23.0,21.5,17.5,19.414285714285715,2.778745863051976
2025-06-02,61,22.6,15.4,6.3,2,6.02,26.4,24.1,17.4,21.3,4.943682837723314
2025-06-02,51,20.2,12.9,0.2,5,6.02,21.1,24.8,18.4,21.199999999999996,3.004995840263336
2025-06-03,3,25.9,12.4,0.0,1,6.03,21.6,24.3,20.2,21.900000000000002,3.2893768406797075
2025-06-03,51,22.6,11.6,0.1,4,6.03,22.5,28.5,20.6,22.771428571428572,3.6467859299728174
2025-06-03,3,21.2,9.9,0.0,3,6.03,19.1,22.5,16.7,19.642857142857142,2.658230704094429
2025-06-03,3,24.1,10.9,0.0,5,6.03,20.2,26.0,19.7,21.45714285714286,2.7951488588011
2025-06-03,61,23.2,14.4,6.1,2,6.03,22.6,28.5,17.5,22.04285714285714,4.641428351580704
2025-06-04,63,18.9,14.6,35.4,4,6.04,22.6,23.2,18.6,23.057142857142857,3.5246073742840123
2025-06-04,63,26.5,14.0,13.5,2,6.04,23.2,26.4,19.0,22.857142857142858,4.189613006335689
2025-06-04,51,22.4,13.1,0.7,3,6.04,21.2,23.0,17.5,20.285714285714285,2.3547318116426252
2025-06-04,53,24.0,13.8,1.6,5,6.04,24.1,21.1,19.4,22.085714285714285,2.8286796516093
2025-06-04,61,27.7,15.6,2.9,1,6.04,25.9,27.3,18.6,22.714285714285715,3.497345932479168
2025-06-05,63,20.1,12.9,5.3,5,6.05,24.0,20.2,19.0,22.74285714285714,2.6279631801435888
2025-06-05,53,20.2,14.5,1.8,4,6.05,18.9,22.5,19.5,23.099999999999998,3.4626579386361716
2025-06-05,63,19.5,14.1,11.0,2,6.05,26.5,22.6,16.2,23.928571428571427,3.9932085201895373
2025-06-05,51,22.2,15.8,1.5,1,6.05,27.7,21.6,18.1,24.014285714285712,3.4031498014969253
2025-06-05,55,19.9,12.5,2.3,3,6.05,22.4,19.1,17.2,20.985714285714288,2.1035118028577178
2025-06-06,61,20.6,15.0,6.9,4,6.06,20.2,22.6,26.5,23.199999999999996,3.349626844888861
2025-06-06,53,22.0,14.6,1.5,1,6.06,22.2,25.9,23.2,24.6,2.428991560298221
2025-06-06,61,18.6,13.6,7.7,3,6.06,19.9,21.2,21.5,21.37142857142857,1.4349381934590157
2025-06-06,3,24.6,13.7,0.0,2,6.06,19.5,23.2,24.1,24.400000000000002,3.0000000000000044
2025-06-06,61,20.4,14.3,4.5,5,6.06,20.1,24.1,24.8,22.9,2.3888630489558396
2025-06-07,63,17.3,11.9,12.0,3,6.07,18.6,22.4,22.5,20.957142857142856,1.7709292691099492
2025-06-07,63,22.5,14.2,5.4,1,6.07,22.0,27.7,24.3,24.428571428571427,2.5818044631060415
2025-06-07,61,19.2,13.4,3.3,5,6.07,20.4,24.0,26.0,22.271428571428572,2.3844735867092797
2025-06-07,51,20.2,14.2,0.9,4,6.07,20.6,18.9,28.5,22.357142857142858,3.114940953350035
2025-06-07,61,20.0,13.6,10.3,2,6.07,24.6,26.5,28.5,24.47142857142857,2.9976181020460753
2025-06-08,63,15.6,10.4,11.2,3,6.08,17.3,19.9,23.0,20.214285714285715,2.0796061898257956
2025-06-08,53,18.7,10.5,1.5,4,6.08,20.2,20.2,23.2,21.17142857142857,1.596573712375246
2025-06-08,63,19.7,11.6,7.6,1,6.08,22.5,22.2,27.3,24.171428571428574,2.6843461560898363
2025-06-08,61,15.9,10.4,4.5,5,6.08,19.2,20.1,21.1,21.300000000000004,1.9595917942265275
2025-06-08,61,18.0,10.9,2.7,2,6.08,20.0,19.5,26.4,23.25714285714286,2.809422919899596
2025-06-09,55,17.8,10.4,3.6,1,6.09,19.7,22.0,21.6,23.085714285714285,2.7443448346424284
2025-06-09,3,19.0,9.0,0.0,2,6.09,18.0,24.6,22.6,22.057142857142857,3.028672505051871
2025-06-09,51,17.0,9.8,0.6,3,6.09,15.6,18.6,19.1,19.157142857142855,2.29699596782197
2025-06-09,3,19.0,8.0,0.0,4,6.09,18.7,20.6,22.5,20.52857142857143,1.5488859283522658
2025-06-09,51,18.8,9.4,0.2,5,6.09,15.9,20.4,20.2,20.557142857142853,2.837168273036297
2025-06-10,51,20.6,12.1,0.3,5,6.1,18.8,19.2,24.1,20.357142857142858,2.9148225462608237
2025-06-10,3,23.9,9.4,0.0,2,6.1,19.0,20.0,23.2,21.542857142857144,3.2206920285642293
2025-06-10,3,23.5,10.9,0.0,4,6.1,19.0,20.2,22.6,20.02857142857143,1.359796903602758
2025-06-10,63,15.1,11.9,14.1,3,6.1,17.0,17.3,21.2,18.857142857142858,2.4384811822506247
2025-06-10,61,18.0,11.1,5.8,1,6.1,17.8,22.5,25.9,22.542857142857144,3.3876526498728414
2025-06-11,3,21.5,11.9,0.0,4,6.11,23.5,18.7,18.9,20.157142857142855,1.6541434267289237
2025-06-11,3,21.6,10.0,0.0,5,6.11,20.6,15.9,24.0,19.857142857142858,2.424772939787099
2025-06-11,3,22.5,13.0,0.0,2,6.11,23.9,18.0,26.5,21.642857142857142,3.2908241839277643
2025-06-11,51,20.1,12.1,0.9,1,6.11,18.0,19.7,27.7,21.414285714285715,3.3987392620541788
2025-06-11,51,17.2,10.6,0.1,3,6.11,15.1,15.6,22.4,17.985714285714288,2.549136174882624
2025-06-12,1,22.9,9.0,0.0,1,6.12,20.1,17.8,22.2,20.32857142857143,1.969529796435594
2025-06-12,3,28.0,13.4,0.0,5,6.12,21.6,18.8,20.1,19.514285714285716,1.8406779289422706
2025-06-12,2,28.6,12.3,0.0,4,6.12,21.5,19.0,20.2,20.52857142857143,1.6162861604248764
2025-06-12,0,21.7,9.1,0.0,3,6.12,17.2,17.0,19.9,17.24285714285714,1.6460631244043555
2025-06-12,0,24.9,11.9,0.0,2,6.12,22.5,19.0,19.5,21.071428571428573,2.576634940973914
2025-06-13,3,24.9,11.7,0.0,1,6.13,22.9,18.0,22.0,20.428571428571427,2.0942097043310395
2025-06-13,2,25.5,12.4,0.0,3,6.13,21.7,15.1,18.6,17.499999999999996,2.183269719175043
2025-06-13,3,28.5,13.6,0.0,2,6.13,24.9,23.9,24.6,21.842857142857145,2.8242150194683306
2025-06-13,3,32.5,16.0,0.0,4,6.13,28.6,23.5,20.6,21.728571428571428,3.431090344537872
2025-06-13,3,32.7,18.4,0.0,5,6.13,28.0,20.6,20.4,20.642857142857142,3.7210469596862676
2025-06-14,53,33.8,18.9,0.5,4,6.14,32.5,21.5,20.2,23.428571428571427,5.246495428923424
2025-06-14,3,30.2,15.1,0.0,3,6.14,25.5,17.2,17.3,18.485714285714288,3.754743032232058
2025-06-14,0,30.0,14.8,0.0,1,6.14,24.9,20.1,22.5,20.842857142857145,2.665743887958948
2025-06-14,63,34.2,21.8,4.1,5,6.14,32.7,21.6,19.2,22.400000000000002,5.87054795852425
2025-06-14,3,32.0,14.7,0.0,2,6.14,28.5,22.5,20.0,22.400000000000002,3.7058512292499497
2025-06-15,55,26.9,16.9,3.2,4,6.15,33.8,28.6,18.7,25.371428571428574,6.269958608506205
2025-06-15,63,24.7,14.3,5.4,3,6.15,30.2,21.7,15.6,20.32857142857143,5.724716670052834
2025-06-15,63,31.0,18.0,8.3,2,6.15,32.0,24.9,18.0,24.114285714285717,4.9703885064209965
2025-06-15,53,22.4,16.2,2.0,5,6.15,34.2,28.0,15.9,24.542857142857144,7.11380281398004
2025-06-15,53,32.8,17.1,1.7,1,6.15,30.0,22.9,19.7,21.914285714285715,4.3914418935882455
2025-06-16,51,22.2,16.2,0.2,1,6.16,32.8,24.9,17.8,23.785714285714285,5.8422109317816115
2025-06-16,3,24.0,14.1,0.0,4,6.16,26.9,32.5,19.0,26.54285714285714,5.539210877269188
2025-06-16,51,21.6,13.9,0.5,3,6.16,24.7,25.5,17.0,21.628571428571426,5.5008224493295
2025-06-16,3,24.1,13.3,0.0,5,6.16,22.4,32.7,18.8,25.47142857142857,6.157573733680673
2025-06-16,61,20.6,13.9,2.2,2,6.16,31.0,28.5,19.0,25.97142857142857,4.727830469928148
2025-06-17,3,25.9,13.4,0.0,1,6.17,22.2,30.0,18.0,24.414285714285715,5.302649831744053
2025-06-17,3,23.0,13.5,0.0,2,6.17,20.6,32.0,23.9,26.2,4.35889894354068
2025-06-17,3,27.1,13.8,0.0,4,6.17,24.0,33.8,23.5,27.257142857142856,4.656485492606769
2025-06-17,3,24.1,12.9,0.0,3,6.17,21.6,30.2,15.1,22.285714285714285,5.117104836209793
2025-06-17,3,27.5,14.0,0.0,5,6.17,24.1,34.2,20.6,26.22857142857143,5.490207733080852
2025-06-18,3,29.1,15.1,0.0,4,6.18,27.1,26.9,21.5,27.77142857142857,4.361847577084102
2025-06-18,3,23.3,14.3,0.0,3,6.18,24.1,24.7,17.2,23.571428571428573,4.024804047285693
2025-06-18,3,27.2,16.3,0.0,1,6.18,25.9,32.8,20.1,25.542857142857144,4.4880794492585725
2025-06-18,3,27.0,15.8,0.0,5,6.18,27.5,22.4,21.6,27.214285714285715,4.898785077761124
2025-06-18,3,26.8,13.4,0.0,2,6.18,23.0,31.0,22.5,26.071428571428573,4.450361141043987
2025-06-19,0,28.0,15.9,0.0,2,6.19,26.8,20.6,24.9,26.685714285714287,4.16270287650888
2025-06-19,3,22.2,15.2,0.0,1,6.19,27.2,22.2,22.9,26.557142857142857,3.8030063295841527
2025-06-19,1,30.0,17.2,0.0,4,6.19,29.1,24.0,28.6,28.857142857142858,3.3748368567271503
2025-06-19,3,20.3,12.8,0.0,3,6.19,23.3,21.6,21.7,24.442857142857147,2.9256663872566593
2025-06-19,0,26.4,17.1,0.0,5,6.19,27.0,24.1,28.0,27.985714285714284,4.249481761120412
2025-06-20,3,27.8,13.8,0.0,5,6.2,26.4,27.5,32.7,27.757142857142856,4.291408915052291
2025-06-20,0,25.4,15.6,0.0,2,6.2,28.0,23.0,28.5,27.12857142857143,4.105571127835244
2025-06-20,1,23.5,11.1,0.0,1,6.2,22.2,25.9,24.9,26.457142857142856,3.922523483191715
2025-06-20,3,26.2,13.6,0.0,4,6.2,30.0,27.1,32.5,29.057142857142857,3.3984590345513945
2025-06-20,2,22.5,10.1,0.0,3,6.2,20.3,24.1,25.5,24.24285714285714,3.1811198986400124
2025-06-21,0,27.2,14.9,0.0,2,6.21,25.4,26.8,32.0,26.685714285714283,4.100174212326671
2025-06-21,3,30.8,14.4,0.0,4,6.21,26.2,29.1,33.8,28.157142857142855,3.1606207949584806
2025-06-21,3,28.6,12.5,0.0,1,6.21,23.5,27.2,30.0,26.257142857142856,4.048809348790967
2025-06-21,3,28.4,12.9,0.0,3,6.21,22.5,23.3,30.2,23.814285714285713,3.185607514759924
2025-06-21,3,31.5,16.0,0.0,5,6.21,27.8,27.0,34.2,27.057142857142857,3.7111800202707723
2025-06-22,3,34.5,16.0,0.0,4,6.22,30.8,30.0,26.9,27.72857142857143,2.3732637764018394
2025-06-22,3,31.5,14.6,0.0,2,6.22,27.2,28.0,31.0,26.0,3.4058772731852884
2025-06-22,51,35.8,18.9,0.1,5,6.22,31.5,26.4,22.4,26.67142857142857,2.8958097806510215
2025-06-22,3,34.0,17.3,0.0,1,6.22,28.6,22.2,32.8,26.057142857142857,3.863442826830814
2025-06-22,51,32.5,17.0,0.3,3,6.22,28.4,20.3,24.7,23.557142857142857,2.603751871727313
2025-06-23,51,27.0,18.4,0.4,4,6.23,34.5,26.2,24.0,28.814285714285717,3.432894100429272
2025-06-23,63,28.0,18.1,6.5,2,6.23,31.5,25.4,20.6,26.071428571428573,3.5311538651052405
